what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1334783129503
started,bundle,com.google.appengine.eclipse.sdkbundle,1.5.5.r37v201110112027,"com.google.appengine.eclipse.sdkbundle",1334783129503
started,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1334783129503
started,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1334783129503
started,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1334783129503
started,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1334783129503
started,bundle,com.google.gdt.eclipse.platform.shared,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.shared",1334783129503
started,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1334783129503
started,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1334783129503
started,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1334783129503
os,sysinfo,,,"win32",1334783129505
arch,sysinfo,,,"x86_64",1334783129505
ws,sysinfo,,,"win32",1334783129505
locale,sysinfo,,,"en_US",1334783129505
processors,sysinfo,,,"4",1334783129505
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1334783129505
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1334783129505
java.specification.name,sysinfo,,,"Java Platform API Specification",1334783129505
java.specification.vendor,sysinfo,,,"Oracle Corporation",1334783129505
java.specification.version,sysinfo,,,"1.7",1334783129505
java.vendor,sysinfo,,,"Oracle Corporation",1334783129505
java.version,sysinfo,,,"1.7.0_01",1334783129505
java.vm.info,sysinfo,,,"mixed mode",1334783129505
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1334783129505
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334783129505
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1334783129505
java.vm.specification.version,sysinfo,,,"1.7",1334783129505
java.vm.vendor,sysinfo,,,"Oracle Corporation",1334783129505
java.vm.version,sysinfo,,,"21.1-b02",1334783129505
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1334783129665
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1334783130026
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1334783130029
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1334783130032
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201109270310,"org.eclipse.wb.core.lib",1334783130049
started,bundle,org.eclipse.wb.core,1.2.0.r37x201109270310,"org.eclipse.wb.core",1334783130063
started,bundle,org.eclipse.cdt.make.core,7.1.1.201109151620,"org.eclipse.cdt.make.core",1334783130082
started,bundle,com.google.gdt.eclipse.designer,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer",1334783130089
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer.UiBinder",1334783130092
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.core",1334783130107
started,bundle,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms",1334783130134
started,bundle,org.eclipse.cdt.core,5.3.1.201109151620,"org.eclipse.cdt.core",1334783130147
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1334783130171
started,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1334783130171
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1334783130182
started,bundle,com.android.ide.eclipse.traceview,15.0.1.v201111031820-219398,"com.android.ide.eclipse.traceview",1334783130182
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1334783130190
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1334783130194
started,bundle,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui",1334783130270
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1334783130270
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201109151620,"org.eclipse.cdt.codan.core",1334783130270
started,bundle,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui",1334783130271
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1334783130274
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1334783130296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783130347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783132110
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334783133402
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334783133420
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1334783133436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783138375
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1334783142062
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1334783142082
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1334783142095
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1334783142115
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1334783142119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783146588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783148513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783230880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1334783230885
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appengine.rpc",1334783232214
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1334783232225
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1334783232232
started,bundle,org.tigris.subversion.clientadapter,1.8.0,"org.tigris.subversion.clientadapter",1334783232275
started,bundle,org.tigris.subversion.subclipse.ui,1.8.2,"org.tigris.subversion.subclipse.ui",1334783232302
started,bundle,org.tigris.subversion.subclipse.core,1.8.2,"org.tigris.subversion.subclipse.core",1334783232310
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1334783249526
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1334783249580
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1334783249580
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1334783249581
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1334783249643
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1334783249649
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1334783249677
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1334783249701
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1334783249712
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1334783249726
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1334783249729
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1334783249735
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1334783249738
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1334783249739
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1334783249745
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1334783249775
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1334783249777
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1334783249809
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1334783249816
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1334783249830
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1334783249837
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1334783249853
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1334783249860
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1334783250035
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1334783250456
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1334783250544
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1334783250591
started,bundle,org.eclipse.wst.css.core,1.1.500.v201104191926,"org.eclipse.wst.css.core",1334783250613
started,bundle,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.ui",1334783250847
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1334783251010
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1334783251089
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1334783251615
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1334783252572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334783257287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783258736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783342738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783343111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783344797
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334783347721
closed,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1334783347721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783348777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783392974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783394016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783401368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783402864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783403956
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334783404041
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1334783405023
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1334783405028
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1334783405028
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1334783405028
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1334783405029
stopped,bundle,com.google.gdt.eclipse.maven.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.maven.e37",1334783405029
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1334783405029
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1334783405029
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1334783405029
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,15.0.1.v201111031820-219398,"overlay.com.android.ide.eclipse.adt.overlay",1334783405029
stopped,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1334783405034
stopped,bundle,org.eclipse.cdt,8.0.0.201109151620,"org.eclipse.cdt",1334783405035
stopped,bundle,org.eclipse.cdt.doc.user,5.1.0.201109151620,"org.eclipse.cdt.doc.user",1334783405035
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1334783405035
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.103.v201109010833,"org.eclipse.jst.pagedesigner",1334783405035
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1334783405035
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1334783405035
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1334783405035
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1334783405035
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1334783405035
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1334783405035
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1334783405035
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1334783405035
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1334783405035
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1334783405035
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.5.5.r37v201110112027,"com.google.appengine.eclipse.sdkbundle",1334783405035
stopped,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appengine.rpc",1334783405035
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.e36",1334783405035
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.hge",1334783405035
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.subclipse",1334783405035
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.subversive",1334783405035
stopped,bundle,com.google.gdt.eclipse.gph,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph",1334783405035
stopped,bundle,com.google.gdt.eclipse.maven,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.maven",1334783405035
stopped,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1334783405036
stopped,bundle,com.google.gdt.eclipse.appsmarketplace,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appsmarketplace",1334783405036
stopped,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1334783405036
stopped,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1334783405036
stopped,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1334783405222
stopped,bundle,com.google.gwt.eclipse.oophm,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.oophm",1334783405222
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1334783405222
stopped,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1334783405330
stopped,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1334783405330
stopped,bundle,com.google.gdt.eclipse.platform,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform",1334783405330
stopped,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1334783405330
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1334783405330
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1334783405337
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1334783405337
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1334783405337
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1334783405337
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1334783405337
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1334783405337
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1334783405342
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1334783405343
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1334783405343
